,COMMAND_Sym_Link,url,CMD_MD5SUM,CMD_SHA256SUM,ORIGINAL_FILE_NAME,FILE_NAME,SAMPLE_FLUID_TYPE,BATCH,FULL_REDCAP_ID,,PRIVATE_ID,visit_number,visit_interval,Type,MODE,body_site,fma_body_site,format,visit_id,SAMPLE_PARENT_ID,SAMPLE_PARENT_OSDF_ID,sample_name_id,rand_subject_id,CONSENTED?,interval,sub-study,tags,storage_duration,comment,title,center,sequencing_contact,experiment_type,study,prep_id,md5,size,sha256
299,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_03_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_RPLC_neg.mzXML,Plasma_B2_1636-69-056_V3_RPLC_neg.mzXML,Plasma_B2_ZWHMV5E_03_RPLC_neg.mzXML,Plasma,B2,1636-69-056,3,69-056-03,3,230,RPLC,neg,blood,FMA:7842,mzXML,ZWHMV5E-03_3_230,ZWHMV5E-03_blood,aed6c7330536c3e0dfc966c85c2fd34e,Plasma_B2_ZWHMV5E_03_RPLC_neg,ZWHMV5E,TRUE,230,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b2c0d57a7784591ec2e5e906ae502a3c,48412298,d881441cebed91299241881e7ff49366a8c476713ba923956ce148f970dafc77
300,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWHMV5E_03_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-056_V3_RPLC_pos.mzXML,Plasma_B2_1636-69-056_V3_RPLC_pos.mzXML,Plasma_B2_ZWHMV5E_03_RPLC_pos.mzXML,Plasma,B2,1636-69-056,3,69-056-03,3,230,RPLC,pos,blood,FMA:7842,mzXML,ZWHMV5E-03_3_230,ZWHMV5E-03_blood,aed6c7330536c3e0dfc966c85c2fd68b,Plasma_B2_ZWHMV5E_03_RPLC_pos,ZWHMV5E,TRUE,230,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b142f9f7de5fe18f08479fb764b01a75,56149464,f082975d48b173c06d9d3947582e9211d78e640b4144a537988b154d98d4c471
301,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_01_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_HILIC_neg.mzXML,Plasma_B2_1636-69-057_V1_HILIC_neg.mzXML,Plasma_B2_ZWFDEY0_01_HILIC_neg.mzXML,Plasma,B2,1636-69-057,1,69-057-01,1,0,HILIC,neg,blood,FMA:7842,mzXML,ZWFDEY0-01_1_0,ZWFDEY0-01_blood,#N/A,Plasma_B2_ZWFDEY0_01_HILIC_neg,ZWFDEY0,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,5c4296f9ff5f0d49c1e43f24449a1d30,42811186,6638dec867ccf424c251c1722daa24ad9894663d35531bf7c2c8663d60ceda78
302,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_01_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_HILIC_pos.mzXML,Plasma_B2_1636-69-057_V1_HILIC_pos.mzXML,Plasma_B2_ZWFDEY0_01_HILIC_pos.mzXML,Plasma,B2,1636-69-057,1,69-057-01,1,0,HILIC,pos,blood,FMA:7842,mzXML,ZWFDEY0-01_1_0,ZWFDEY0-01_blood,#N/A,Plasma_B2_ZWFDEY0_01_HILIC_pos,ZWFDEY0,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,ff2de1960fcc45bc51508cfc7a2a8ad7,52745652,4ab4ba1aad4b83f70974f8d4d7ebf3a60cf620fd4f62660c76f7f278f0912d67
303,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_01_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_RPLC_neg.mzXML,Plasma_B2_1636-69-057_V1_RPLC_neg.mzXML,Plasma_B2_ZWFDEY0_01_RPLC_neg.mzXML,Plasma,B2,1636-69-057,1,69-057-01,1,0,RPLC,neg,blood,FMA:7842,mzXML,ZWFDEY0-01_1_0,ZWFDEY0-01_blood,#N/A,Plasma_B2_ZWFDEY0_01_RPLC_neg,ZWFDEY0,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b694eb23bdf7a4679cb79aec2964872e,49122565,bfb8650276bef8f1ff41479b50a332d28c54c045c82804b093b0bf4519cb2b8b
304,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_01_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V1_RPLC_pos.mzXML,Plasma_B2_1636-69-057_V1_RPLC_pos.mzXML,Plasma_B2_ZWFDEY0_01_RPLC_pos.mzXML,Plasma,B2,1636-69-057,1,69-057-01,1,0,RPLC,pos,blood,FMA:7842,mzXML,ZWFDEY0-01_1_0,ZWFDEY0-01_blood,#N/A,Plasma_B2_ZWFDEY0_01_RPLC_pos,ZWFDEY0,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,2d64c6d5120e0112139d58eeacf116ba,57808348,8e828d812f86937d99c26dd0ac5d9ed79ce54f726d092545626e41bd94a04168
305,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_02_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_HILIC_neg.mzXML,Plasma_B2_1636-69-057_V2_HILIC_neg.mzXML,Plasma_B2_ZWFDEY0_02_HILIC_neg.mzXML,Plasma,B2,1636-69-057,2,69-057-02,2,67,HILIC,neg,blood,FMA:7842,mzXML,ZWFDEY0-02_2_67,ZWFDEY0-02_blood,#N/A,Plasma_B2_ZWFDEY0_02_HILIC_neg,ZWFDEY0,TRUE,67,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,f8056db65edf0f0ca972c11962a7e66c,43026748,d6d5d6476400b99610875737d5370141fdb87e4980ce85dd3633c581c51c3be2
306,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_02_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_HILIC_pos.mzXML,Plasma_B2_1636-69-057_V2_HILIC_pos.mzXML,Plasma_B2_ZWFDEY0_02_HILIC_pos.mzXML,Plasma,B2,1636-69-057,2,69-057-02,2,67,HILIC,pos,blood,FMA:7842,mzXML,ZWFDEY0-02_2_67,ZWFDEY0-02_blood,#N/A,Plasma_B2_ZWFDEY0_02_HILIC_pos,ZWFDEY0,TRUE,67,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,cb47c1ec31577966ca81aaa04e663995,52292812,d393fa6b0f47aba46b4b3294255f5337365cd676945601e227718b5c3aeb4003
307,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_02_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_RPLC_neg.mzXML,Plasma_B2_1636-69-057_V2_RPLC_neg.mzXML,Plasma_B2_ZWFDEY0_02_RPLC_neg.mzXML,Plasma,B2,1636-69-057,2,69-057-02,2,67,RPLC,neg,blood,FMA:7842,mzXML,ZWFDEY0-02_2_67,ZWFDEY0-02_blood,#N/A,Plasma_B2_ZWFDEY0_02_RPLC_neg,ZWFDEY0,TRUE,67,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,a475c49f9331618fe9a86c50ed925fef,48802698,e83b5b0353e788552751dae927c81352e9fad671ab63edc2f0b8236e27972d3b
308,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_02_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V2_RPLC_pos.mzXML,Plasma_B2_1636-69-057_V2_RPLC_pos.mzXML,Plasma_B2_ZWFDEY0_02_RPLC_pos.mzXML,Plasma,B2,1636-69-057,2,69-057-02,2,67,RPLC,pos,blood,FMA:7842,mzXML,ZWFDEY0-02_2_67,ZWFDEY0-02_blood,#N/A,Plasma_B2_ZWFDEY0_02_RPLC_pos,ZWFDEY0,TRUE,67,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,fcd733edd3472345d43db296526165e9,57444938,9248cc80352e1d00fab0c79775fe197bb49bbe82d2b250e96ee6d6ebdb829622
309,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_03_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_HILIC_neg.mzXML,Plasma_B2_1636-69-057_V3_HILIC_neg.mzXML,Plasma_B2_ZWFDEY0_03_HILIC_neg.mzXML,Plasma,B2,1636-69-057,3,69-057-03,#N/A,#N/A,HILIC,neg,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B2_ZWFDEY0_03_HILIC_neg,ZWFDEY0,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,97ec5e3665dc87365685ba44afc35de5,43086388,74b3f4e36e192d875e7cd0dc28857ebce499d94bfb1f9b0ef1a20bfdc6af2de8
310,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_03_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_HILIC_pos.mzXML,Plasma_B2_1636-69-057_V3_HILIC_pos.mzXML,Plasma_B2_ZWFDEY0_03_HILIC_pos.mzXML,Plasma,B2,1636-69-057,3,69-057-03,#N/A,#N/A,HILIC,pos,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B2_ZWFDEY0_03_HILIC_pos,ZWFDEY0,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,05a58d7f49be1ccd44227fcf2bbca08f,52432844,ae48fbd6278c2dca4c2fee300f05d26c6941516977ede63b8cdaa22638a40b3f
311,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_03_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_RPLC_neg.mzXML,Plasma_B2_1636-69-057_V3_RPLC_neg.mzXML,Plasma_B2_ZWFDEY0_03_RPLC_neg.mzXML,Plasma,B2,1636-69-057,3,69-057-03,#N/A,#N/A,RPLC,neg,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B2_ZWFDEY0_03_RPLC_neg,ZWFDEY0,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,97a65dd21300b4aa620eb89698aa6658,48641395,d934ce70600e7381e05c78eba6e5abcc615015e58cda631aaa168de110262332
312,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWFDEY0_03_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-057_V3_RPLC_pos.mzXML,Plasma_B2_1636-69-057_V3_RPLC_pos.mzXML,Plasma_B2_ZWFDEY0_03_RPLC_pos.mzXML,Plasma,B2,1636-69-057,3,69-057-03,#N/A,#N/A,RPLC,pos,blood,FMA:7842,mzXML,#N/A,#N/A,#N/A,Plasma_B2_ZWFDEY0_03_RPLC_pos,ZWFDEY0,TRUE,#N/A,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,c3adba1b4e8cd8dd3a2158d860dea21f,57419204,47762ab3437399a0602ab5189f085f5131695b7548ea2b8360c4526281ee51d6
313,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWCZHHY_01_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_HILIC_neg.mzXML,Plasma_B2_1636-69-058_V1_HILIC_neg.mzXML,Plasma_B2_ZWCZHHY_01_HILIC_neg.mzXML,Plasma,B2,1636-69-058,1,69-058-01,1,0,HILIC,neg,blood,FMA:7842,mzXML,ZWCZHHY-01_1_0,ZWCZHHY-01_blood,aed6c7330536c3e0dfc966c85c2fe67a,Plasma_B2_ZWCZHHY_01_HILIC_neg,ZWCZHHY,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,1ae53f28f289abe165044bfd72b5c480,41814224,0c5d9a2b8b90368544ecb6725c877f9678aa20d6ef1e7314ec72e24c15ab753c
314,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWCZHHY_01_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_HILIC_pos.mzXML,Plasma_B2_1636-69-058_V1_HILIC_pos.mzXML,Plasma_B2_ZWCZHHY_01_HILIC_pos.mzXML,Plasma,B2,1636-69-058,1,69-058-01,1,0,HILIC,pos,blood,FMA:7842,mzXML,ZWCZHHY-01_1_0,ZWCZHHY-01_blood,aed6c7330536c3e0dfc966c85c2ff369,Plasma_B2_ZWCZHHY_01_HILIC_pos,ZWCZHHY,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,0803095bd723bdc73b148e69b5751fec,52065862,890dfa448351b55d3758e19eacbb4267b630580ee2993bda0e753db0a9ba0035
315,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWCZHHY_01_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_RPLC_neg.mzXML,Plasma_B2_1636-69-058_V1_RPLC_neg.mzXML,Plasma_B2_ZWCZHHY_01_RPLC_neg.mzXML,Plasma,B2,1636-69-058,1,69-058-01,1,0,RPLC,neg,blood,FMA:7842,mzXML,ZWCZHHY-01_1_0,ZWCZHHY-01_blood,aed6c7330536c3e0dfc966c85c2ffaab,Plasma_B2_ZWCZHHY_01_RPLC_neg,ZWCZHHY,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,ac6eae1472b7d63e239e9255e94482b3,48341641,ddc6ec65e1442f4f8b8d8fddfa39c0c9fe9b014450a38e903abb5962350dea9a
316,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_RPLC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWCZHHY_01_RPLC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_RPLC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_RPLC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V1_RPLC_pos.mzXML,Plasma_B2_1636-69-058_V1_RPLC_pos.mzXML,Plasma_B2_ZWCZHHY_01_RPLC_pos.mzXML,Plasma,B2,1636-69-058,1,69-058-01,1,0,RPLC,pos,blood,FMA:7842,mzXML,ZWCZHHY-01_1_0,ZWCZHHY-01_blood,aed6c7330536c3e0dfc966c85c2ffee3,Plasma_B2_ZWCZHHY_01_RPLC_pos,ZWCZHHY,TRUE,0,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,e0a43ffa5d83c87159938e1ae0dd4a97,55862086,e3dcb5dcc44c5b8138254a0c9be594f326008e696c513a27897f3d6a16edd698
317,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_HILIC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWCZHHY_02_HILIC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_HILIC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_HILIC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_HILIC_neg.mzXML,Plasma_B2_1636-69-058_V2_HILIC_neg.mzXML,Plasma_B2_ZWCZHHY_02_HILIC_neg.mzXML,Plasma,B2,1636-69-058,2,69-058-02,2,56,HILIC,neg,blood,FMA:7842,mzXML,ZWCZHHY-02_2_56,ZWCZHHY-02_blood,aed6c7330536c3e0dfc966c85c30079a,Plasma_B2_ZWCZHHY_02_HILIC_neg,ZWCZHHY,TRUE,56,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,48c69995ae4e8ae04b30e5b54d7ec359,42406024,c2352dc599ed5f65f6775b0c134d3493c50cf3e1d2f6f9488b0b276976aec6b7
318,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_HILIC_pos.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWCZHHY_02_HILIC_pos.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_HILIC_pos.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_HILIC_pos.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_HILIC_pos.mzXML,Plasma_B2_1636-69-058_V2_HILIC_pos.mzXML,Plasma_B2_ZWCZHHY_02_HILIC_pos.mzXML,Plasma,B2,1636-69-058,2,69-058-02,2,56,HILIC,pos,blood,FMA:7842,mzXML,ZWCZHHY-02_2_56,ZWCZHHY-02_blood,aed6c7330536c3e0dfc966c85c300d27,Plasma_B2_ZWCZHHY_02_HILIC_pos,ZWCZHHY,TRUE,56,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,b25ed3855fe485a773727d384dbbca20,51735233,4b38b40e0db05a637bf317c736f5d936921f7f34fd02e0fb0b4c5969a8428cf8
319,ln -s /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_RPLC_neg.mzXML /srv/gsfs0/projects/iPoP/HMP2_data_submission/host_metabolome/Plasma_B2_ZWCZHHY_02_RPLC_neg.mzXML,/srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_RPLC_neg.mzXML,md5sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_RPLC_neg.mzXML,sha256sum /srv/gsfs0/projects/iPoP/HMP2_data_submission/metabolome/Plasma_B2_1636-69-058_V2_RPLC_neg.mzXML,Plasma_B2_1636-69-058_V2_RPLC_neg.mzXML,Plasma_B2_ZWCZHHY_02_RPLC_neg.mzXML,Plasma,B2,1636-69-058,2,69-058-02,2,56,RPLC,neg,blood,FMA:7842,mzXML,ZWCZHHY-02_2_56,ZWCZHHY-02_blood,aed6c7330536c3e0dfc966c85c30151a,Plasma_B2_ZWCZHHY_02_RPLC_neg,ZWCZHHY,TRUE,56,Healthy v. Sick,,1,,iHMP - T2D - Metabolomics,Stanford,Wenyu Zhou,,prediabetes,,809faecd1117fae607cc9e47362b1bfa,48567256,5d23c653342cdc1a5718c326194f637a7dde62eb80ee081dac1037aaca0bb37b
